Index,Attribute
42,team
43,team
51,team
54,team
71,birthplace
87,team
94,team
97,birthyear
98,team
106,birthyear
112,team
115,birthplace
136,team
138,birthyear
150,team
151,team
156,birthyear
164,birthyear
170,team
175,team
181,birthyear
186,team
188,birthplace
189,birthyear
194,team
200,team
203,team
205,birthyear
206,team
211,birthplace
214,birthyear
220,birthplace
221,birthyear
226,birthyear
231,birthyear
232,birthyear
232,team
235,birthplace
245,team
246,team
249,team
251,birthplace
252,birthyear
252,team
253,birthplace
261,birthplace
262,birthyear
265,birthplace
268,birthplace
272,birthyear
276,team
283,birthyear
287,team
293,birthplace
300,birthyear
303,birthplace
304,team
306,birthyear
308,team
312,birthplace
316,birthplace
317,birthplace
322,birthplace
325,team
328,birthplace
329,team
332,birthyear
333,team
342,team
348,birthyear
351,team
354,birthyear
355,birthplace
374,birthyear
375,team
378,birthplace
383,birthplace
386,birthyear
398,team
404,birthplace
405,birthyear
409,birthplace
412,birthyear
413,birthyear
414,birthyear
420,birthplace
421,birthplace
422,birthyear
424,birthyear
431,team
433,birthplace
437,birthplace
440,team
443,team
444,team
461,team
462,team
463,birthplace
468,birthyear
470,birthyear
479,birthyear
481,team
483,team
487,birthyear
489,birthplace
504,birthplace
508,birthyear
513,team
514,birthplace
519,birthplace
522,team
524,birthplace
525,team
534,birthplace
535,birthplace
540,birthplace
541,team
548,birthplace
553,team
556,birthyear
556,team
558,birthyear
560,birthyear
566,birthyear
573,birthplace
576,birthyear
585,birthyear
593,birthplace
597,birthplace
603,team
604,birthplace
606,birthplace
607,birthplace
608,birthyear
609,team
613,birthplace
616,birthyear
621,birthyear
621,team
623,birthplace
628,birthplace
640,birthplace
646,team
658,birthplace
662,birthplace
663,birthyear
668,birthyear
670,birthyear
677,team
685,birthplace
686,birthyear
687,birthplace
694,team
695,birthplace
700,team
701,birthplace
705,team
707,birthplace
709,team
712,birthyear
713,team
716,birthplace
720,team
727,birthyear
732,birthyear
754,team
759,birthplace
771,team
773,birthplace
774,team
776,team
784,birthyear
785,birthplace
790,birthyear
791,team
792,birthplace
795,birthplace
797,birthyear
801,birthyear
804,birthplace
809,birthplace
821,team
822,birthyear
832,birthyear
833,birthyear
835,birthyear
835,team
839,birthplace
842,birthplace
856,team
858,birthplace
859,birthplace
861,team
867,birthyear
868,birthyear
868,team
875,birthplace
876,birthplace
878,birthyear
884,birthyear
886,team
889,team
893,team
896,team
897,team
900,birthyear
902,birthyear
903,birthplace
909,birthyear
912,birthplace
916,birthplace
925,birthplace
929,birthplace
932,birthplace
933,team
937,birthplace
942,team
950,birthyear
953,birthyear
956,birthplace
964,birthplace
965,birthyear
979,birthplace
984,birthplace
986,team
988,birthyear
993,birthplace
997,team
1002,team
1008,birthplace
1009,team
1010,team
1014,birthplace
1020,team
1026,birthplace
1027,team
1029,birthplace
1030,birthplace
1038,birthplace
1044,birthyear
1045,birthyear
1047,birthyear
1048,birthplace
1049,birthplace
1053,birthyear
1058,birthplace
1063,team
1065,team
1071,birthyear
1071,team
1083,team
1085,birthplace
1086,birthplace
1089,birthplace
1090,birthyear
1094,birthplace
1097,birthplace
1101,birthplace
1104,birthplace
1111,birthyear
1120,birthyear
1126,team
1128,birthplace
1131,team
1135,birthplace
1140,birthyear
1144,team
1149,birthplace
1150,birthplace
1151,team
1154,birthyear
1155,birthyear
1162,birthyear
1163,birthyear
1165,team
1168,birthplace
1177,birthyear
1180,birthyear
1182,birthplace
1183,birthyear
1183,team
1184,birthyear
1184,team
1187,birthplace
1189,birthplace
1196,birthplace
1213,birthplace
1218,birthyear
1219,birthplace
1225,birthplace
1226,team
1231,birthyear
1232,birthplace
1235,birthyear
1238,birthplace
1241,birthyear
1245,birthplace
1249,team
1251,team
1255,birthplace
1256,birthplace
1257,team
1259,team
1260,birthplace
1262,birthplace
1264,birthplace
1267,birthyear
1277,team
1278,team
1281,birthplace
1283,birthyear
1284,birthyear
1284,team
1288,team
1289,birthplace
1292,birthplace
1293,birthyear
1295,team
1304,team
1305,birthplace
1306,team
1307,birthyear
1308,birthplace
1309,team
1311,birthplace
1316,team
1318,birthyear
1318,team
1319,birthyear
1322,birthplace
1323,birthyear
