Index,Attribute
220,birthplace
235,birthyear
261,birthplace
269,birthyear
307,birthyear
322,birthplace
409,birthyear
437,birthplace
474,team
505,team
524,birthyear
534,birthplace
593,birthyear
604,birthplace
606,birthplace
613,birthplace
617,team
628,birthyear
633,team
667,team
687,birthyear
711,birthplace
746,birthplace
765,birthyear
792,birthyear
832,team
839,birthyear
897,team
932,birthplace
933,team
1020,team
1058,birthplace
1094,birthplace
1149,birthyear
1165,team
1168,birthplace
1219,birthyear
1232,birthplace
1238,birthyear
1262,birthplace
1264,birthplace
1281,birthyear
1292,birthplace
1306,team
1309,team
1318,birthyear
1318,team
1342,birthyear
1361,birthyear
1389,team
1392,team
1418,team
1425,birthyear
1432,team
1452,team
1465,team
1487,team
1500,birthplace
1525,team
1540,birthyear
1544,birthplace
1550,birthplace
1554,team
1567,team
1589,birthyear
1703,birthyear
1738,birthplace
1740,birthplace
1743,birthyear
1743,team
1745,birthyear
1774,birthplace
1791,birthyear
1835,birthplace
1844,birthyear
1871,birthyear
1871,team
1894,birthyear
1896,team
1910,birthplace
1960,team
1964,birthyear
1972,birthyear
1973,birthplace
2008,birthplace
2019,birthplace
2029,team
2056,birthyear
2068,birthplace
2071,birthplace
2141,team
2202,team
2211,team
2232,birthyear
2253,birthplace
2269,team
2290,team
2301,birthplace
2317,team
2342,team
2350,birthplace
2362,team
2388,team
2391,birthyear
2397,team
2452,birthyear
2467,birthyear
2481,team
2506,birthplace
2517,birthyear
2521,birthplace
2531,birthyear
2556,team
2560,birthplace
2584,birthyear
2602,birthyear
2620,birthyear
2628,birthplace
2639,team
2668,birthplace
2725,birthyear
2734,birthyear
2763,birthplace
2806,team
2813,team
2822,birthyear
2826,birthplace
2843,birthyear
2843,team
2896,birthplace
2911,team
2912,team
2922,team
2926,birthplace
2938,birthyear
2962,team
2968,team
2974,birthplace
2988,team
3004,birthplace
3007,birthplace
3025,team
3049,birthplace
3056,birthplace
3063,birthyear
3083,team
3131,team
3134,birthplace
3135,birthplace
3142,birthyear
3142,team
3153,birthplace
3174,birthyear
3218,birthplace
3264,team
3266,birthplace
3274,birthplace
3275,birthyear
3294,birthplace
3300,team
3310,birthyear
3332,team
3369,birthplace
3386,birthyear
3399,birthplace
3407,team
3411,birthplace
3418,team
3419,birthplace
3460,birthyear
3480,team
3483,birthyear
3495,team
3502,team
3515,birthyear
3544,birthplace
3582,birthplace
3585,birthyear
3585,team
3605,team
3606,birthplace
3613,team
3625,birthplace
3627,birthyear
3657,birthplace
3660,birthyear
3670,team
3708,birthplace
3746,team
3759,birthyear
3768,birthplace
3847,birthplace
3878,team
3889,birthplace
3901,team
3916,birthplace
3917,birthplace
3956,birthyear
3973,birthyear
4056,birthplace
4066,birthyear
4126,birthyear
4137,team
4165,birthplace
4168,team
4191,birthplace
4203,team
4204,team
4253,birthplace
4266,birthyear
4271,team
4278,team
4289,birthplace
4326,team
4337,birthplace
4369,birthplace
4370,birthyear
4417,birthyear
4441,birthplace
4472,birthplace
4479,birthyear
4500,birthyear
4509,birthyear
4513,birthplace
4516,team
4537,birthplace
4549,team
4578,birthyear
4580,team
4592,birthplace
4617,birthyear
4621,birthplace
4664,team
4667,birthplace
4684,birthyear
4701,birthplace
4724,team
4733,team
4735,team
4748,birthyear
4785,team
4790,birthplace
4791,birthplace
4808,team
4819,birthplace
4871,birthyear
4882,birthyear
4904,team
4914,birthyear
4916,birthyear
4945,team
4961,birthplace
4985,birthyear
5003,birthplace
5039,birthyear
5047,team
5083,birthyear
5102,team
5118,birthyear
5118,team
5141,team
5148,birthyear
5152,birthplace
5213,birthplace
5344,birthplace
5385,birthplace
5394,team
5446,birthyear
5462,birthyear
5467,team
5481,team
5504,birthyear
5504,team
5521,birthplace
5531,birthyear
5559,birthplace
5565,birthplace
5578,team
5598,birthyear
5613,team
5623,birthyear
5626,birthyear
5687,birthplace
5700,birthyear
5716,birthplace
5764,team
5768,birthplace
5818,birthplace
5839,team
5868,birthplace
5888,birthplace
5892,birthplace
5916,team
5917,birthyear
5926,birthyear
5926,team
5934,birthplace
6000,team
6010,birthyear
6018,birthyear
6023,birthplace
6070,birthyear
6101,team
6135,team
6148,team
6150,birthyear
6182,birthyear
6187,birthplace
6214,birthplace
6230,team
6234,birthplace
6252,birthplace
6282,birthyear
6282,team
6283,birthyear
6307,birthyear
