Index,Attribute
12,birthyear
42,team
43,team
51,team
54,team
59,team
63,birthyear
71,birthplace
86,team
87,team
94,team
95,team
97,birthyear
98,team
106,birthyear
111,birthyear
112,team
115,birthplace
121,birthyear
136,team
138,birthyear
147,team
150,team
151,team
159,birthyear
170,team
174,team
175,team
186,team
188,birthplace
189,birthplace
194,team
199,team
200,team
203,team
205,birthplace
206,team
211,birthplace
214,birthyear
220,birthplace
221,birthyear
231,birthyear
232,birthyear
232,team
235,birthplace
245,birthyear
245,team
246,team
249,team
251,birthplace
252,birthyear
252,team
253,birthplace
255,birthyear
261,birthplace
262,birthyear
263,birthyear
265,birthplace
268,birthplace
272,birthplace
276,team
283,birthplace
287,team
289,team
293,birthplace
300,birthplace
303,birthplace
304,team
306,birthplace
308,team
312,birthplace
316,birthplace
317,birthplace
320,birthyear
320,team
322,birthplace
325,team
328,birthplace
329,team
333,team
342,team
348,birthyear
350,team
351,team
353,birthyear
354,birthyear
355,birthplace
364,team
374,birthplace
375,team
378,birthplace
383,birthplace
386,birthyear
389,birthyear
394,birthyear
396,birthyear
398,team
404,birthplace
405,birthyear
409,birthplace
412,birthyear
413,birthyear
414,birthplace
420,birthplace
421,birthplace
422,birthyear
424,birthyear
430,birthyear
431,team
433,birthplace
436,birthyear
437,birthplace
440,team
443,team
444,team
452,birthyear
461,team
462,team
463,birthplace
468,birthyear
470,birthplace
472,team
479,birthplace
481,team
482,birthyear
483,team
487,birthplace
489,birthplace
495,birthyear
497,team
501,birthyear
504,birthplace
508,birthyear
513,team
514,birthplace
518,team
519,birthplace
522,team
524,birthplace
525,team
528,team
530,birthyear
534,birthplace
535,birthplace
540,birthplace
541,team
548,birthplace
551,birthyear
553,team
556,birthyear
556,team
558,birthplace
560,birthyear
565,birthyear
566,birthplace
573,birthplace
574,team
575,birthyear
576,birthyear
581,team
582,team
583,birthyear
585,birthyear
586,birthyear
592,birthyear
592,team
593,birthplace
597,birthplace
602,birthyear
603,team
604,birthplace
606,birthplace
607,birthplace
608,birthplace
609,birthyear
609,team
613,birthplace
616,birthplace
621,birthyear
621,team
623,birthplace
628,birthplace
634,team
640,birthplace
644,birthyear
646,team
650,team
655,team
658,birthplace
662,birthplace
663,birthplace
668,birthplace
670,birthplace
677,team
685,birthplace
686,birthyear
687,birthplace
694,team
695,birthplace
700,team
701,birthplace
703,team
705,team
707,birthplace
709,team
712,birthplace
713,team
714,birthyear
716,birthplace
717,birthyear
718,birthyear
719,birthyear
720,birthyear
720,team
723,birthyear
724,birthyear
727,birthplace
732,birthyear
746,birthplace
747,team
750,birthyear
751,team
754,birthyear
754,team
759,birthplace
771,team
773,birthplace
774,team
775,team
776,team
784,birthyear
785,birthplace
791,team
792,birthplace
795,birthplace
797,birthplace
801,birthplace
802,birthyear
804,birthplace
809,birthplace
816,birthyear
821,team
822,birthyear
832,birthyear
832,team
833,birthplace
835,birthyear
835,team
839,birthplace
842,birthplace
843,team
847,birthyear
856,team
858,birthplace
859,birthplace
861,birthyear
861,team
867,birthplace
868,birthyear
868,team
870,team
875,birthplace
876,birthplace
878,birthplace
884,birthplace
886,team
889,team
892,team
893,team
896,team
897,team
899,birthyear
899,team
900,birthplace
901,birthyear
902,birthyear
903,birthplace
905,birthyear
908,team
909,birthplace
911,team
912,birthplace
916,birthplace
925,birthplace
929,birthplace
932,birthplace
933,team
937,birthplace
938,team
942,team
950,birthplace
953,birthyear
956,birthplace
957,birthyear
960,birthyear
964,birthplace
965,birthyear
967,team
976,birthyear
979,birthplace
982,birthyear
984,birthplace
986,team
988,birthyear
993,birthplace
997,birthyear
997,team
1002,team
1004,birthyear
1005,team
1008,birthplace
1009,birthyear
1009,team
1010,team
1014,birthplace
1020,team
1025,birthyear
1025,team
1026,birthplace
1027,team
1029,birthplace
1030,birthplace
1032,team
1033,team
1038,birthplace
1044,birthplace
1045,birthyear
1046,birthyear
1047,birthyear
1048,birthplace
1049,birthplace
1050,birthyear
1053,birthyear
1054,team
1055,team
1058,birthplace
1059,birthyear
1062,birthyear
1063,team
1065,team
1071,birthyear
1071,team
1073,birthyear
1074,team
1077,birthyear
1083,team
1084,birthyear
1085,birthplace
1086,birthplace
1089,birthplace
1090,birthplace
1094,birthplace
1097,birthplace
1101,birthplace
1104,birthplace
1108,birthyear
1111,birthyear
1120,birthyear
1126,team
1128,birthplace
1131,team
1135,birthplace
1136,birthyear
1140,birthyear
1141,birthyear
1144,team
1147,birthyear
1149,birthplace
1150,birthplace
1151,birthyear
1151,team
1154,birthyear
1155,birthyear
1157,birthyear
1158,team
1159,birthyear
1162,birthyear
1163,birthyear
1165,team
1167,birthyear
1168,birthplace
1177,birthplace
1180,birthplace
1182,birthplace
1183,birthyear
1183,team
1184,birthyear
1184,team
1187,birthplace
1189,birthplace
1196,birthplace
1200,team
1203,birthyear
1204,birthyear
1211,team
1212,birthyear
1212,team
1213,birthplace
1218,birthyear
1219,birthplace
1224,team
1225,birthplace
1226,team
1231,birthplace
1232,birthplace
1235,birthplace
1236,team
1238,birthplace
1241,birthplace
1245,birthplace
1246,birthyear
1246,team
1247,birthyear
1249,team
1251,team
1255,birthplace
1256,birthplace
1257,birthyear
1257,team
1259,team
1260,birthplace
1262,birthplace
1264,birthplace
1267,birthplace
1269,team
1274,team
1276,team
1277,team
1278,team
1281,birthplace
1283,birthyear
1284,birthyear
1284,team
1286,birthyear
1288,team
1289,birthplace
1292,birthplace
1293,birthplace
1295,team
1304,team
1305,birthplace
1306,team
1307,birthplace
1308,birthplace
1309,team
1311,birthplace
1315,birthyear
1316,team
1318,birthyear
1318,team
1319,birthyear
1320,birthyear
1322,birthplace
1323,birthplace
1325,team
1329,birthyear
1333,birthyear
1342,birthplace
1343,birthyear
1349,birthplace
1351,birthplace
1353,team
1357,birthplace
1359,birthplace
1360,team
1361,birthplace
1369,team
1370,birthyear
1372,birthplace
1374,birthyear
1376,birthyear
1377,birthplace
1379,team
1380,team
1387,birthyear
1389,birthyear
1389,team
1390,birthplace
1392,team
1393,team
1394,birthplace
1395,birthyear
1396,birthplace
1398,birthplace
1399,team
1401,team
1404,birthyear
1406,birthplace
1412,birthyear
1417,birthplace
1418,team
1423,birthplace
1425,birthplace
1429,birthyear
1432,birthyear
1432,team
1433,team
1436,team
1437,team
1438,birthplace
1443,birthyear
1444,birthyear
1444,team
1447,birthplace
1450,birthplace
1451,team
1452,team
1453,birthplace
1455,birthyear
1455,team
1456,birthplace
1457,birthplace
1462,team
1465,team
1466,birthyear
1469,birthplace
1473,birthyear
1474,birthyear
1474,team
1486,team
1487,team
1488,birthplace
1500,birthplace
1503,team
1504,team
1505,team
1509,team
1511,team
1513,birthyear
1517,birthplace
1519,team
1523,birthyear
1525,team
1528,team
1530,birthyear
1530,team
1533,birthplace
1539,birthplace
1540,birthplace
1544,birthplace
1546,birthplace
1550,birthplace
1554,team
1558,birthyear
1559,birthyear
1561,birthyear
1562,team
1563,birthyear
1566,birthplace
1567,team
1569,birthyear
1572,team
1573,birthplace
1577,birthplace
1578,team
