Index,Attribute
78,birthyear
220,birthplace
235,birthyear
261,birthplace
269,birthyear
307,birthyear
322,birthplace
409,birthyear
437,birthplace
524,birthyear
534,birthplace
593,birthyear
604,birthplace
606,birthplace
613,birthplace
628,birthyear
687,birthyear
711,birthplace
746,birthplace
765,birthyear
792,birthyear
832,team
839,birthyear
888,birthplace
897,team
932,birthplace
933,team
1020,team
1058,birthplace
1094,birthplace
1099,birthplace
1149,birthyear
1165,team
1168,birthplace
1175,birthplace
1219,birthyear
1228,birthplace
1232,birthplace
1238,birthyear
1262,birthplace
1264,birthplace
1281,birthyear
1292,birthplace
1306,team
1309,team
1318,birthyear
1318,team
1342,birthyear
1361,birthyear
1389,team
1392,team
1418,team
1425,birthyear
1432,team
1452,team
1465,team
1487,team
1500,birthplace
1525,team
1540,birthyear
1544,birthyear
1550,birthplace
1554,team
1567,team
1589,birthyear
1630,birthplace
1703,birthyear
1738,birthplace
1740,birthplace
1743,birthyear
1743,team
1745,birthyear
1774,birthplace
1791,birthyear
1835,birthplace
1844,birthyear
1871,birthyear
1871,team
1894,birthyear
1896,team
1908,birthplace
1910,birthplace
1960,team
1964,birthyear
1972,birthyear
1973,birthplace
2008,birthyear
2019,birthplace
2029,team
2056,birthyear
2068,birthplace
2071,birthyear
2141,team
2202,team
2211,team
2232,birthyear
2253,birthyear
2269,team
2290,team
2297,birthplace
2301,birthplace
2317,team
2342,team
2350,birthplace
2362,team
2388,team
2391,birthyear
2397,team
2452,birthyear
2467,birthyear
2473,birthplace
2481,team
2506,birthplace
2517,birthyear
2521,birthplace
2531,birthyear
2556,team
2560,birthplace
2584,birthyear
2602,birthyear
2620,birthyear
2628,birthplace
2639,team
2668,birthplace
2725,birthyear
2734,birthyear
2763,birthplace
2806,team
2813,team
2822,birthyear
2826,birthplace
2843,birthyear
2843,team
2896,birthplace
2907,birthplace
2911,team
2912,team
2922,team
2926,birthyear
2938,birthyear
2962,team
2968,team
2974,birthplace
2988,team
3004,birthyear
3007,birthplace
3011,birthplace
3025,team
3028,birthplace
3049,birthplace
3056,birthyear
3063,birthyear
3068,birthplace
3083,team
3131,team
3134,birthplace
3135,birthplace
3139,birthplace
3142,birthyear
3142,team
3153,birthplace
3174,birthyear
3218,birthplace
3251,birthplace
3264,team
3266,birthplace
3274,birthyear
3275,birthyear
3294,birthplace
3300,team
3310,birthyear
3332,team
3333,birthplace
3369,birthplace
3386,birthyear
3399,birthplace
3407,team
3411,birthplace
3418,team
3419,birthplace
3460,birthyear
3480,team
3483,birthyear
3495,team
3502,team
3515,birthyear
3544,birthplace
3582,birthyear
3585,birthyear
3585,team
3605,team
3606,birthplace
3613,team
3625,birthplace
3627,birthyear
3657,birthplace
3660,birthyear
3670,team
3708,birthplace
3746,team
3759,birthyear
3768,birthplace
3847,birthplace
3878,team
3889,birthplace
3901,team
3916,birthplace
3917,birthyear
3956,birthyear
3973,birthyear
4056,birthplace
4066,birthyear
4126,birthyear
4137,team
4165,birthplace
4168,team
4191,birthplace
4203,team
4204,team
4253,birthyear
4266,birthyear
4271,team
4278,team
4289,birthplace
4326,team
4337,birthplace
4369,birthplace
4370,birthyear
4417,birthyear
4441,birthplace
4472,birthplace
4479,birthyear
4500,birthyear
4509,birthyear
4513,birthplace
4516,team
4537,birthyear
4549,team
4578,birthyear
4580,team
4592,birthplace
4617,birthyear
4621,birthplace
4664,team
4667,birthplace
4684,birthyear
4701,birthplace
4724,team
4733,team
4735,team
4748,birthyear
4785,team
4790,birthyear
4791,birthplace
4808,team
4819,birthplace
4871,birthyear
4882,birthyear
4904,team
4914,birthyear
4916,birthyear
4917,birthplace
4945,team
4961,birthplace
4985,birthyear
5003,birthplace
5039,birthyear
5047,team
5053,birthplace
5082,birthplace
5083,birthyear
5102,team
5118,birthyear
5118,team
5141,team
5148,birthyear
5152,birthplace
5213,birthplace
5344,birthplace
5368,birthplace
5385,birthplace
5394,team
5446,birthyear
5462,birthyear
5467,team
5473,birthplace
5481,team
5504,birthyear
5504,team
5521,birthplace
5531,birthyear
5559,birthplace
5565,birthplace
5578,team
5598,birthyear
5613,team
5623,birthyear
5626,birthyear
5687,birthplace
5700,birthyear
5716,birthplace
5764,team
5768,birthplace
5818,birthplace
5839,team
5868,birthplace
5888,birthplace
5892,birthplace
5916,team
5917,birthyear
5926,birthyear
5926,team
5934,birthplace
6000,team
6010,birthyear
6018,birthyear
6023,birthplace
6070,birthyear
6101,team
6135,team
6148,team
6150,birthyear
6182,birthyear
6187,birthplace
6214,birthyear
6230,team
6234,birthplace
6252,birthplace
6282,birthyear
6282,team
6283,birthyear
6307,birthyear
6307,team
6308,birthplace
6324,team
6342,birthplace
6362,birthyear
6377,birthplace
6381,birthplace
6395,team
6397,birthplace
6406,birthyear
6442,birthyear
6478,birthyear
6482,birthplace
6486,birthyear
6510,birthyear
6522,birthplace
6528,birthplace
6535,team
6536,team
6592,birthplace
6597,team
6601,birthyear
6601,team
6653,birthplace
6723,team
6734,birthyear
6738,birthyear
6785,team
6818,team
6850,team
6859,team
6921,birthyear
6928,birthyear
6933,team
6947,birthplace
6948,birthplace
6961,birthplace
7057,birthyear
7057,team
7061,team
7097,birthplace
7099,team
7120,team
7126,team
7133,birthplace
7137,birthyear
7138,team
7157,birthplace
7159,birthyear
7159,team
7168,birthplace
7188,birthyear
7190,birthyear
7192,team
7233,birthplace
7280,birthplace
7292,birthplace
7310,birthplace
7348,birthyear
7387,birthplace
7399,birthyear
7403,birthplace
7511,team
7513,team
7529,team
7550,birthplace
7577,birthplace
7583,birthplace
7608,birthplace
7612,birthplace
7622,birthyear
7622,team
7640,team
7650,team
7657,birthplace
7697,birthyear
7711,birthyear
7742,birthplace
7755,team
7756,team
7817,birthyear
7826,birthplace
7838,birthyear
7839,team
7857,team
7863,birthplace
7864,birthplace
7871,birthplace
7890,birthplace
7893,team
7930,birthplace
7934,birthyear
7958,birthyear
7963,birthplace
7968,birthplace
7978,birthplace
7999,team
8004,team
8015,birthplace
8051,birthyear
8051,team
8056,birthplace
8077,birthplace
8081,birthplace
8090,team
8102,birthplace
8123,birthplace
8127,birthplace
8149,birthyear
8175,birthplace
8214,birthplace
8247,birthplace
8248,birthyear
8248,team
8322,team
8332,birthplace
8341,team
8344,birthplace
8354,birthplace
8363,birthplace
8372,birthyear
8385,birthplace
8393,birthplace
8470,birthyear
8484,team
8490,birthyear
8497,birthyear
8501,birthyear
8501,team
8514,birthyear
8518,team
8537,birthplace
8575,birthyear
8678,birthyear
8688,team
8700,birthyear
8700,team
8717,birthyear
8723,birthplace
8742,birthplace
8766,team
8791,team
8804,team
8854,team
8868,team
8888,birthyear
8892,birthyear
8947,birthyear
8954,birthyear
8966,birthplace
8968,team
8978,birthyear
8978,team
8994,birthyear
9004,birthyear
9004,team
9061,birthyear
9095,team
9102,birthplace
9156,team
9158,team
9183,team
9187,birthyear
9198,birthplace
9203,birthplace
9204,birthplace
9247,birthyear
9278,birthyear
9285,team
9290,birthplace
9300,birthplace
9320,birthplace
9324,birthyear
9346,birthplace
9376,team
9400,birthyear
9407,birthyear
9409,birthyear
9409,team
9440,birthyear
9442,team
9447,birthplace
9467,birthyear
9487,birthyear
9501,birthplace
9517,team
9528,birthyear
9569,birthyear
9569,team
9643,birthplace
9662,team
9670,birthyear
9670,team
9671,birthplace
9688,birthyear
9688,team
9711,birthyear
9712,birthyear
9758,team
9776,birthplace
9788,birthplace
9799,birthyear
9852,birthyear
9854,team
9855,team
9862,birthplace
9897,birthplace
9910,birthplace
9952,birthplace
9967,birthyear
9972,birthyear
9975,birthplace
9987,birthplace
9993,birthyear
9997,birthplace
10025,birthplace
10078,birthyear
10098,birthyear
10102,birthyear
10123,birthplace
10154,birthplace
10200,birthyear
10245,birthyear
10294,team
10335,team
10341,birthyear
10344,birthplace
10381,birthyear
10425,birthyear
10460,team
10465,birthplace
10475,birthyear
10490,birthplace
10506,birthplace
10518,birthplace
10539,team
10552,birthyear
10553,team
10569,team
10573,birthplace
10624,team
10631,birthplace
10642,birthyear
10642,team
10645,team
10649,birthplace
10670,birthplace
10671,birthyear
10674,birthplace
10703,birthyear
10712,team
10733,birthyear
10758,birthyear
10764,birthplace
10769,team
10780,birthplace
10801,birthyear
10801,team
10827,birthplace
10835,team
10850,birthyear
10874,birthplace
10886,birthplace
10887,birthplace
10890,birthplace
10906,birthyear
10923,birthplace
10933,birthyear
10933,team
10945,birthplace
10954,birthplace
10956,team
10966,birthyear
10966,team
10968,birthyear
10989,birthplace
10990,team
11004,birthplace
11010,birthyear
11012,birthplace
11054,birthplace
11055,birthyear
11075,birthplace
11081,team
11111,team
11185,team
11193,birthplace
11258,team
11270,birthplace
11283,team
11326,birthyear
11338,birthplace
11352,birthyear
11356,team
11366,birthyear
11366,team
11401,birthplace
11412,birthyear
11427,birthplace
11442,team
11474,birthplace
11506,birthyear
11539,team
11544,birthyear
11545,birthplace
11551,birthyear
11561,birthyear
11595,birthyear
11605,team
11620,team
11621,birthplace
11627,birthyear
11680,team
11685,birthplace
11708,birthplace
11729,birthyear
11729,team
11731,birthyear
11741,birthplace
11769,birthplace
11784,team
11786,birthyear
11826,birthyear
11834,team
11835,birthyear
11839,team
11862,birthyear
11891,birthplace
11898,team
11911,team
11921,birthplace
11927,birthyear
11928,team
11939,birthplace
11941,birthyear
11945,birthplace
11958,team
11962,birthplace
11971,birthplace
11981,birthyear
11989,team
12015,birthplace
12025,birthyear
12025,team
12026,birthplace
12032,birthyear
12032,team
12048,team
12068,birthyear
12068,team
12093,birthyear
12093,team
12119,team
12125,team
12142,team
12156,birthplace
12168,birthplace
12173,team
12175,birthyear
12198,team
12215,team
12268,team
12269,team
12327,team
12334,team
12350,team
12381,team
12387,birthyear
12395,team
12411,birthyear
12460,birthplace
12479,birthplace
12504,birthyear
12517,birthplace
12534,birthplace
12542,birthyear
12563,birthplace
12566,birthplace
12568,team
12572,birthplace
12609,birthyear
12625,birthplace
12626,birthyear
12633,team
12651,team
12658,team
12726,birthyear
12741,birthyear
12756,birthplace
12764,birthyear
12788,team
12793,team
12823,birthyear
12832,birthplace
12844,birthplace
12851,team
12858,birthplace
12890,birthyear
12892,birthplace
12900,birthyear
12909,team
12921,birthyear
12945,team
12961,team
13001,birthyear
13014,birthplace
13061,team
13069,birthyear
13076,team
13091,birthplace
13093,birthplace
13100,birthyear
13112,team
13123,birthyear
13135,birthyear
13157,birthplace
13212,birthyear
13232,birthplace
13245,team
13262,birthplace
13264,birthplace
13268,birthplace
13272,team
13275,team
13282,birthyear
13341,birthplace
13353,birthplace
13362,birthyear
13393,birthyear
13408,birthplace
13480,birthplace
13495,birthplace
13501,birthyear
13516,birthyear
13548,birthplace
13555,birthplace
13584,birthplace
13585,team
13611,birthplace
13616,birthplace
13620,team
13621,birthplace
13627,birthplace
13632,birthplace
13643,team
13645,birthyear
13659,birthyear
13664,birthplace
13669,birthyear
