src,flight,schedDepTime,actDepTime,schedArrTime,actArrTime
0.06767937802935832,0.9992910743016583,0.9998660636111052,0.9991578861210677,0.9990416032572358,0.3684998542922847
0.07934062116401874,0.9994223450642662,0.9993737125545957,0.5904990425759233,0.9991539438760149,0.9889991853108336
0.06561392702660036,0.9996594786729046,0.9996900882615154,0.9708879508538777,0.9993892840885782,0.998585768974834
0.06425725336087366,0.9994769909516871,0.9995138341711638,0.9992573196528604,0.9993327312802175,0.9686608974503718
0.0714687454240874,0.9992731261893123,0.9991217798430161,0.5652808605635528,0.9995764525743634,0.9955102899571108
0.1281768698797819,0.9933848038039272,0.9939881816159525,0.9748266586765902,0.0024811844232421523,0.9794817218697048
0.04735120565788426,0.9997258982143502,0.9997403999813006,0.9996276144750443,0.9996329590789894,0.9860253402836678
0.06869988824402261,0.9996599843074266,0.9996909652464928,0.9810705295458546,0.9994792111019988,0.9870717196243087
0.058809649155572734,0.9993119161108919,0.9992587278238882,0.5765212088685778,0.9996375801561732,0.9982187807190369
0.0628442800274557,0.9984913061169657,0.9995843452192421,0.34196360959896044,0.9975036732434609,0.9649508655430191
0.05908351519131349,0.9986228074862683,0.9982030219669648,0.9948639202161301,0.9986312935584825,0.9931937612432136
0.07545879689620577,0.9990720274432987,0.9991278350086144,0.9950522458034581,0.9989275488464906,0.9515017831943283
0.08333481724867989,0.9985828623395752,0.998636765921591,0.4359136297752316,0.9983351588605233,0.7724989197874871
0.0763251372307388,0.9994859955997111,0.99950838549814,0.999637263046993,0.9993090447968656,0.9047867272028915
0.08658642324004165,0.9983230081275098,0.9983930947383135,0.9925892807288251,0.9990964995982576,0.012387024018842894
0.06088811992582304,0.9990633651593533,0.9992100182694431,0.8606812612171013,0.9986391054551778,0.9320726567005351
0.07461902416447244,0.9984321700702472,0.9979813968907529,0.8798338782258249,0.9982788637452059,0.9712799088149325
0.10679503356062267,0.9992100352275944,0.9990398264385861,0.9428888666538267,0.9984711779691872,0.9561968566718005
