Index,Attribute
42,team
43,team
51,team
54,team
71,birthyear
98,team
112,team
136,team
151,team
170,team
175,team
194,team
206,team
220,birthplace
232,birthyear
235,birthplace
245,team
251,birthyear
252,birthplace
261,birthplace
265,birthyear
276,team
293,birthyear
304,team
316,birthyear
322,birthplace
351,team
383,birthyear
398,team
404,birthyear
409,birthplace
420,birthplace
421,birthyear
437,birthplace
440,team
461,team
514,birthyear
524,birthplace
534,birthplace
593,birthplace
597,birthplace
604,birthplace
606,birthplace
609,team
613,birthplace
628,birthplace
658,birthyear
677,team
687,birthplace
689,birthyear
700,team
709,team
711,birthyear
745,birthyear
756,birthyear
759,birthplace
771,team
773,birthyear
774,team
785,birthplace
792,birthplace
804,birthplace
821,team
839,birthplace
868,birthyear
875,birthyear
876,birthyear
889,team
897,team
932,birthplace
933,team
942,team
964,birthplace
979,birthplace
986,team
1010,team
1020,team
1027,team
1048,birthyear
1058,birthplace
1071,birthyear
1083,team
1085,birthyear
1086,birthyear
1094,birthplace
1131,team
1144,team
1149,birthplace
1150,birthplace
1165,team
1168,birthplace
1172,birthyear
1183,birthplace
1189,birthyear
1196,birthyear
1219,birthplace
1226,team
1232,birthplace
1238,birthplace
1257,team
1259,team
1262,birthplace
1264,birthplace
1281,birthplace
1284,birthyear
1295,team
1305,birthplace
1306,team
1309,team
1316,team
1318,birthyear
1318,team
1342,birthplace
1360,team
1361,birthplace
1380,team
1389,team
1390,birthplace
1392,team
1398,birthyear
1418,team
1423,birthplace
1425,birthplace
1432,team
1433,team
1436,team
1437,team
1451,team
1452,team
1462,team
1465,team
1469,birthplace
1474,birthyear
1487,team
1488,birthplace
1500,birthplace
1511,team
1519,team
1525,team
1539,birthyear
1540,birthplace
1544,birthplace
1550,birthyear
1554,team
1567,team
1582,birthyear
1583,birthplace
1589,birthplace
1597,birthyear
1615,team
1622,birthplace
1626,birthplace
1636,birthyear
1639,birthplace
1644,birthplace
1646,birthyear
1685,team
1703,birthplace
1707,birthyear
1709,birthplace
1712,birthplace
1716,team
1723,birthyear
1730,team
1738,birthplace
1740,birthplace
1743,birthyear
1743,team
1745,birthplace
1753,birthyear
1761,team
1763,birthplace
1765,team
1774,birthplace
1775,team
1791,birthplace
1812,team
1835,birthplace
1844,birthplace
1846,birthyear
1851,team
1866,birthyear
1871,birthyear
1871,team
1873,team
1882,birthyear
1885,birthyear
1893,birthplace
1894,birthplace
1895,birthplace
1896,team
1910,birthplace
1954,birthyear
1960,team
1964,birthplace
1966,team
1967,birthplace
1972,birthplace
1973,birthplace
1980,birthyear
1995,birthyear
1997,team
1999,team
2008,birthplace
2015,birthyear
2016,team
2019,birthplace
2029,team
2036,birthyear
2038,birthplace
2055,birthyear
2056,birthplace
2058,team
2064,birthplace
2068,birthplace
2070,team
2071,birthplace
2074,birthyear
2088,team
2102,birthyear
2103,birthyear
2107,team
2108,birthplace
2111,birthyear
2118,birthyear
2134,birthyear
2139,birthplace
2141,team
2143,team
2191,birthyear
2202,team
2206,team
2211,team
2224,team
2232,birthplace
2245,birthplace
2253,birthplace
2256,team
2269,team
2290,team
2301,birthyear
2305,birthplace
2307,team
2308,birthplace
2317,team
2319,birthplace
2342,team
2350,birthplace
2362,team
2388,team
2391,birthplace
2397,team
2410,birthyear
2452,birthplace
2455,birthplace
2457,birthplace
2467,birthplace
2481,team
2498,birthplace
2506,birthplace
2517,birthplace
2521,birthplace
2523,team
2531,birthplace
2533,team
2550,birthplace
2553,team
2554,birthyear
2556,team
2560,birthplace
2562,birthyear
2584,birthplace
2588,birthplace
2602,birthplace
2620,birthplace
2623,birthplace
2628,birthyear
2639,team
2668,birthyear
2672,birthplace
2675,team
2690,team
2725,birthplace
2734,birthplace
2738,team
2763,birthplace
2766,birthyear
2767,birthplace
2773,birthplace
2806,team
2813,team
2822,birthplace
2826,birthplace
2832,birthyear
2843,birthyear
2843,team
2846,birthplace
2863,birthyear
2882,birthyear
2896,birthplace
2911,team
2912,team
2921,birthyear
2922,team
2923,birthyear
2926,birthplace
2937,birthplace
2938,birthplace
2951,birthplace
2952,birthplace
2962,team
2967,team
2968,team
2974,birthplace
2988,team
3002,team
3004,birthplace
