Index,Attribute
138,birthyear
179,birthyear
220,birthplace
235,birthyear
252,birthyear
261,birthplace
307,birthyear
322,birthplace
368,birthyear
409,birthyear
410,birthyear
420,birthyear
437,birthplace
524,birthyear
534,birthplace
593,birthyear
597,birthyear
604,birthplace
606,birthplace
613,birthplace
628,birthyear
667,team
687,birthplace
759,birthyear
785,birthyear
792,birthyear
804,birthyear
832,team
839,birthplace
897,team
932,birthplace
933,team
964,birthyear
979,birthyear
1020,team
1058,birthplace
1094,birthplace
1149,birthyear
1150,birthyear
1165,team
1168,birthplace
1183,birthyear
1219,birthyear
1232,birthplace
1238,birthplace
1262,birthplace
1264,birthplace
1281,birthplace
1305,birthyear
1306,team
1309,team
1342,birthyear
1361,birthyear
1390,birthyear
1423,birthyear
1425,birthplace
1469,birthyear
1488,birthyear
1500,birthplace
1540,birthyear
1544,birthplace
1583,birthyear
1589,birthyear
1622,birthyear
1626,birthyear
1639,birthyear
1644,birthyear
1703,birthplace
1709,birthyear
1712,birthyear
1738,birthplace
1740,birthplace
1743,birthyear
1743,team
1745,birthyear
1763,birthyear
1774,birthplace
1791,birthplace
1835,birthplace
1844,birthplace
1871,birthyear
1871,team
1893,birthyear
1894,birthplace
1895,birthyear
1896,team
1910,birthplace
1960,team
1964,birthyear
1967,birthyear
1972,birthyear
2008,birthplace
2029,team
2038,birthyear
2056,birthyear
2064,birthyear
2068,birthplace
2071,birthplace
2108,birthyear
2139,birthyear
2141,team
2202,team
2211,team
2232,birthyear
2245,birthyear
2253,birthplace
2269,team
2290,team
2305,birthyear
2308,birthyear
2317,team
2319,birthyear
2342,team
2350,birthyear
2362,team
2388,team
2391,birthyear
2397,team
2452,birthyear
2455,birthyear
2457,birthyear
2467,birthyear
2481,team
2498,birthyear
2506,birthplace
2517,birthyear
2521,birthplace
2531,birthplace
2550,birthyear
2556,team
2584,birthyear
2588,birthyear
2602,birthyear
2620,birthyear
2623,birthyear
2639,team
2672,birthyear
2725,birthplace
2734,birthyear
2806,team
2813,team
2822,birthplace
2826,birthplace
2843,birthyear
2843,team
2896,birthplace
2911,team
2912,team
2922,team
2926,birthplace
2938,birthplace
2962,team
2968,team
2974,birthplace
2988,team
3004,birthplace
3007,birthplace
3025,team
3049,birthplace
3056,birthplace
3063,birthyear
3083,team
3131,team
3134,birthplace
3142,birthyear
3142,team
3153,birthplace
3174,birthyear
3218,birthplace
3264,team
3274,birthplace
3275,birthyear
3294,birthplace
3300,team
3310,birthyear
3332,team
3369,birthplace
3386,birthyear
