ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
0.9999999948367703,0.9999999942408381,0.9999999918927075,1.0,1.0,0.9999999999856755,0.9999999997894095,0.9999999997283737,0.9999999999820375,0.9999999953218436,0.9999999999881198,0.9999999761165558,0.999999946431403,0.9994327777623223,0.9557234090842968,7.815670003624595e-10,0.9999999996346958,0.9999999999887025,0.9547160638308577
0.9999999896469235,0.9999999884849019,0.9999999837887688,1.0,1.0,0.9999999999640607,0.9999999999853912,0.9999999996381064,0.9999999999807586,0.9999999906455629,0.9999999999975984,0.999999990124195,0.9999999861139913,0.9999751495714443,0.9931160880677409,0.9959089036068757,0.9999999968713525,0.9999999999823929,0.9936647818304517
0.9999999934672844,0.9999999912483305,0.9999999876746274,1.0,1.0,0.9999999999805169,0.9999999999899103,0.9999999993585789,0.99999999997749,0.9999999927412803,0.9999999999958504,0.9999999826347052,0.9999999860806527,0.9999699949932526,0.989736236098763,0.9932104933018648,0.9999999952517414,0.9999999999821512,0.9784245554123884
0.9999999921655417,0.9999999914987115,0.9999999888591732,1.0,1.0,1.1418156837854406e-16,0.9999999996276472,0.9999999992500648,0.9999999993011954,0.999999992645698,0.9999999998295978,0.9999999714209769,0.9999992546287978,0.9999878858921876,0.9961654317956569,0.9973949161893251,0.9999999973079668,0.99999999992599,0.9960776560806083
0.9999999896734978,0.9999999885225038,0.9999999838389189,1.0,1.0,0.9999999999874235,0.9999999999437534,0.9999999996408775,0.9999999999845954,0.9999999906817011,0.9999999999959358,0.9999999835792723,0.9999999798402686,0.9999656888668922,0.9985793846371332,0.9984562254829171,0.9999999999845954,0.9999999825051307,0.9986586771310237
0.999999989647023,0.9999999884925189,0.999999983827067,1.0,1.0,0.9999999999851354,0.9999999999936904,0.9999999996386322,0.999999999966164,0.9999999906540183,0.9999999999907487,0.9999999758587709,0.9999999861446868,0.9999701301468976,0.9891398017119885,0.9916343558300798,0.9999999966948679,0.9999999999975273,0.9889351692395676
0.9999999896574253,0.999999988505465,0.9999999838150446,1.0,1.0,0.9999999999866419,0.9999999999724309,0.9999999996398259,0.9999999999527489,0.9999999943364629,0.9999999999992326,0.9999999826475376,0.9999999852507389,0.9999701301468976,0.9876226743888086,0.9940722181234246,0.9999999993371631,0.9999999999818244,0.990325865971759
0.9999999922006709,0.9999999915537502,0.9999999888089804,1.0,1.0,3.8536279324573093e-16,0.9999999996464908,0.9999999992568434,0.9999999987427515,0.9999999926410653,0.999999999693685,0.9999999597118867,0.9999994199270197,0.9999884907499089,0.9952493080957926,0.9966066808309973,0.9999999983253361,0.999999999919993,0.99458893124818
0.999999984043541,0.9999999897648594,0.9999999892814345,1.0,1.0,0.9999999104662619,0.9999999985911359,0.999999980086159,0.9999999952885049,0.9999999906591058,0.9999999979953743,0.9999999866452357,0.9999999989548486,0.9998953050308914,0.9987928926498704,0.9986671576365359,0.814440580998659,0.00017645177067645036,0.9980613530971498
0.9999999904898403,0.9999999916246055,0.9999999922180934,1.0,1.0,0.9999999448759966,0.9999999991136265,0.9999999816232761,0.9999999962630427,0.9999999921361536,0.9999999973893807,0.9999999870052819,0.9999999984144523,0.9999697520013099,0.9986706829319782,0.9986584619849637,0.3078194648280917,0.0010255437493617264,0.9987478005543186
